NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
141;U143612441989;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
142;U143612441990;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
143;U143612441992;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
144;U143612441993;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
145;U143612441996;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
146;U143612441997;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
147;U143612441998;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
148;U143612441999;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
149;U143612442001;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
150;U143612442005;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
151;U143612442007;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
152;U143612442008;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
153;U143612442009;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
154;U143612442011;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
155;U143612442013;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
156;U143612442016;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
157;U143612442017;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
158;U143612442018;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
159;U143612442019;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
160;U143612442020;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
161;U143612442021;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
162;U143612442022;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
163;U143612442023;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
164;U143612442024;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
165;U143612442025;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
166;U143612442030;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
167;U143612442034;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
168;U143612442035;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
169;U143612442037;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
170;U143612442040;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
171;U143612442041;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
172;U143612442043;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
173;U143612442049;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
174;U143612442050;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
175;U143612442052;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
176;U143612442062;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
177;U143612442067;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
178;U143612442080;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
179;U143612442081;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
180;U143612442097;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
181;U143612442114;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
182;U143612442117;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
183;U144523911535;UND;VENTILADOR VENTILADOR DE TECHO MARCA SANYO MODELO EF56CL1 TRES ASPAS;BUENO;;
184;U144523911536;UND;VENTILADOR VENTILADOR DE TECHO MARCA SANYO MODELO EF56CL1 TRES ASPAS;BUENO;;
185;U147168110452;UND;CAMARA DE VIGILANCIA CAMARA DE VIGILANCIA DE 700 TVL*510 H 492 PIXEL 1/3 CCD CHIP SONY;BUENO;;
