NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
15;U141913440335;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
16;U141913440336;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
17;U141913440337;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
18;U141913440339;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
19;U141913440340;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
20;U141913440342;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
21;U141913440343;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
22;U141913440344;UND;MESA PARA COMPUTADORA MESA PARA COMPUTADORA BIPERSONAL ESTRUCTURA METALICA DE 1.35X0.60X0.75 MTS.;BUENO;;
23;U141915340079;UND;RACK MURAL DOBLE CUERPO (RACK) 12U NEGRO NINGBO 525*500*592.;BUENO;;
24;U141920111945;UND;ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU;BUENO;;
25;U141920111946;UND;ACONDICIONADOR DE AIRE AIRE ACONDICIONADO TIPO SPLIT W. WESTINGHOUSE DE 36000BTU;BUENO;Gotea en modo cool;
26;U141921712777;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;"Movido al 236-47
Para Baja";
27;U141921712792;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
28;U141921712793;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
29;U141921712804;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
30;U141921712807;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
31;U141921712823;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
32;U141921712829;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
33;U141921712832;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
34;U141921712861;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
35;U141921712869;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
36;U141921712873;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
37;U141921712882;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX H1000 DE 1000 VA;BUENO;;
38;U141921713364;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
39;U141921713365;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
40;U141921713382;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
41;U141921713395;UND;ESTABILIZADOR ESTABILIZADOR/REGULADOR DE VOLTAJE MARCA: ATOMLUX DE 1000 VA DE CAPACIDAD.;BUENO;;
42;U141921714327;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX DE 1000VA;BUENO;Es marca CDP negro (no atomlux);
43;U141921714332;UND;ESTABILIZADOR ESTABILIZADOR ATOMLUX DE 1000VA;BUENO;Es marca CDP negro (no atomlux);
44;U141924112022;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
45;U141924112023;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
46;U141924112024;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
47;U141924112025;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
48;U141924112027;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
49;U141924112029;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
50;U141924112030;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
51;U141924112031;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
52;U141924112032;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
53;U141924112033;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
54;U141924112034;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
55;U141924112035;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
56;U141924112037;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
57;U141924112039;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
58;U141924112040;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
59;U141924112042;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
60;U141924112043;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
61;U141924112044;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
62;U141924112046;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
63;U141924112047;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
64;U141924112048;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
65;U141924112049;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
66;U141924112051;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
67;U141924112054;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
68;U141924112055;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
69;U141924112056;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
70;U141924112057;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
71;U141924112059;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
72;U141924112060;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
73;U141924112061;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
74;U141924112072;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
75;U141924112073;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
76;U141924112075;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
77;U141924112079;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
78;U141924112080;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
79;U141924112085;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
80;U141924112087;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
81;U141924112096;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
82;U141924112132;EQPO;CPU (EQPO. COMPUTACION) CPU-DELL VOSTRO PROCESADOR INTEL CORE2 DUO 2.8GHZ, TARJETA MADRE CHIPSET G45, RAM 2GB DDR2, DISCO DURO 320GB SATA, LECTOR DVD MULTIBURNER, RED WIRELESS PCI, MOUSE OPTICO;BUENO;;
83;U141924113374;UND;CPU (EQPO. COMPUTACION) CPU-LENOVO PROCESADOR INTEL CORE I3 3.1GHZ, TARJETA MADRE CHIPSET INTEL Q67 IGMA HD, RAM 4GB DDR3, DISCO DURO 320GB SATA II, DISCO OPTICO MULTIBURNER;BUENO;;
84;U141924211990;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
85;U141924211991;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
86;U141924211993;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
87;U141924211994;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
88;U141924211997;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
89;U141924211998;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
90;U141924211999;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
91;U141924212000;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
92;U141924212001;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
93;U141924212002;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
94;U141924212003;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
95;U141924212004;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
96;U141924212005;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
97;U141924212006;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
98;U141924212007;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
99;U141924212008;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
100;U141924212009;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
101;U141924212010;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;Movido al Lab123-03. Para reemplazar otro.;
102;U141924212011;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
103;U141924212012;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
104;U141924212013;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
105;U141924212014;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
106;U141924212015;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
107;U141924212016;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
108;U141924212017;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
109;U141924212018;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
110;U141924212019;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
111;U141924212020;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
112;U141924212021;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
113;U141924212022;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
114;U141924212023;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
115;U141924212024;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
116;U141924212025;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
117;U141924212026;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
118;U141924212027;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
119;U141924212046;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
120;U141924212047;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
121;U141924212049;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
122;U141924212053;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
123;U141924212059;UND;"MONITOR PARA COMPUTADORA MONITOR FLAT PANEL LCD DE 17"" MARCA DELL";BUENO;;
124;U141967010565;UND;EQUIPO PARA REDES SWITCH DELL MODELO POWER CONNECT 5448 48 PUERTOS BASW-T;BUENO;;
125;U141967010572;UND;EQUIPO PARA REDES SWITCH DELL MODELO POWER CONNECT 2824 24 PUERTOS BASE-T;BUENO;;
126;U141967010866;EQPO;"EQUIPO PARA REDES PATCH PANEL DE 48 PTOS. CAT6, 19"" C/ADM CABLE, ORGANIZADOR DE CABLE, REGLETA DE 6 TOMAS, PATCH CORD CAT6, 0.5 MT. GRUPOS DE FIJACION, LLAVE ALLEN, NINGBO, JACK HEMBRA CAT6 ROJO CABLIXCOM.";BUENO;;
127;U141968110403;UND;CAMARA DE VIGILANCIA CAMARA IR DOMO ANTIVANDALISMO DE 700 TVL.;BUENO;;
128;U141971011200;UND;RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA EPSON MODELO BRIGHLINK 455WI+;REGULAR;;
129;U142270696044;UND;PIZARRA ACRILICA PIZARRA ACRILICA 1.22 X 1.00 MTS.;BUENO;Poner Etiq. Codigo;
130;U142370696045;UND;PIZARRA ACRILICA PIZARRA ACRILICA DE 1.22 X 2.00 MTS.;BUENO;Movido al 236-47;
131;U142421711077;PZA;ESTABILIZADOR ESTABILIZADOR ATOMLUX DE 1000 W.;BUENO;;
132;U142421711084;PZA;ESTABILIZADOR ESTABILIZADOR ATOMLUX DE 1000 W.;BUENO;;
133;U142424211373;UND;"MONITOR PARA COMPUTADORA MONITOR PARA COMPUATADORA DE 18.5"" LCD TFT HP WIDE V185ES";BUENO;;
134;U142467010247;UND;EQUIPO PARA REDES SWITCH MAIPU SM1100 - 24GET - AC 24 PUERTOS, SERIE: 8946-084372700135V00.;BUENO;Movido al 232-12;
135;U143612441947;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
136;U143612441965;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
137;U143612441975;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
138;U143612441978;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
139;U143612441985;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
140;U143612441988;PZA;SILLA SILLA ESTRUCTURA METALICA ASIENTO Y ESPALDAR DE TABLERO MULTILAMINADO, ALTURA TOTAL 82CM.;BUENO;;
