NRO;CODIGO;UND;DESCRIPCION;ESTADO;OBSERVACION;
11;U147111642108;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
12;U147111642109;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
13;U147111642110;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
14;U147111642111;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
15;U147111642112;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
16;U147111642113;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
17;U147111642114;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
18;U147111642115;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
19;U147111642116;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
20;U147111642117;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
21;U147111642118;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;Eqp. Docente;
22;U147111642119;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
23;U147111642120;UND;MESA MESA METALICA BIPERSONAL MODELO WORKPRO-2;BUENO;;
24;U147112448703;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
25;U147112448704;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
26;U147112448705;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
27;U147112448706;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
28;U147112448707;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
29;U147112448708;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
30;U147112448709;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
31;U147112448710;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
32;U147112448711;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
33;U147112448712;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
34;U147112448713;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
35;U147112448714;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
36;U147112448715;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
37;U147112448716;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
38;U147112448717;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
39;U147112448718;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
40;U147112448719;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
41;U147112448720;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
42;U147112448721;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
43;U147112448722;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
44;U147112448723;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
45;U147112448724;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
46;U147112448725;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
47;U147112448726;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
48;U147112448727;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
49;U147112448728;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
50;U147112448729;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
51;U147112448730;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
52;U147112448731;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
53;U147112448732;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
54;U147112448733;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
55;U147112448734;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
56;U147112448735;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
57;U147112448736;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
58;U147112448737;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
59;U147112448738;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
60;U147112448739;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
61;U147112448740;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
62;U147112448741;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
63;U147112448742;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
64;U147112448743;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
65;U147112448744;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
66;U147112448745;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
67;U147112448746;UND;SILLA SILLA METALICA MODELO AURA;BUENO;;
68;U147112448747;UND;SILLA SILLA METALICA MODELO AURA;BUENO;Eqp. Docente;
69;U147121717254;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
70;U147121717255;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
71;U147121717256;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
72;U147121717257;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
73;U147121717258;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
74;U147121717259;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;Eqp. Docente;
75;U147121717260;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
76;U147121717261;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
77;U147121717262;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
78;U147121717263;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
79;U147121717264;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
80;U147121717265;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
81;U147121717266;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
82;U147121717267;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
83;U147121717268;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
84;U147121717269;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
85;U147121717270;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
86;U147121717271;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
87;U147121717272;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
88;U147121717273;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
89;U147121717274;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
90;U147121717275;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
91;U147121717276;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
92;U147121717277;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
93;U147121717278;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
94;U147121717279;UND;ESTABILIZADOR ESTABILIZADOR DE VOLTAJE MARCA FORZA MODELO FVR 1002 DE 1000VA;BUENO;;
95;U147124117407;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;Eqp. Docente;
96;U147124117408;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
97;U147124117409;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
98;U147124117410;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
99;U147124117411;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
100;U147124117412;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
101;U147124117413;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
102;U147124117414;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
103;U147124117415;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
104;U147124117416;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
105;U147124117417;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
106;U147124117418;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
107;U147124117419;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
108;U147124117420;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
109;U147124117421;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
110;U147124117422;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
111;U147124117423;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
112;U147124117424;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
113;U147124117425;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
114;U147124117426;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
115;U147124117427;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
116;U147124117428;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
117;U147124117429;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
118;U147124117430;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
119;U147124117431;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
120;U147124117432;EQPO;CPU (EQPO. COMPUTACION) EQUIPO DE COMPUTACION DE ESCRITORIO CPU, MARCA LENOVO MODELO THINKCENTRE M910, PROCESADOR INTEL CORE I7 DE SEPTIMA GENERACION, MEMORIA RAM DE 8 GB, DISCO DURO DE 1 TB SATA 7200 RPM, VIDEO DEDICADO DE 4 GB;BUENO;;
121;U147124217328;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
122;U147124217329;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
123;U147124217330;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
124;U147124217331;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
125;U147124217332;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
126;U147124217333;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
127;U147124217334;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
128;U147124217335;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
129;U147124217336;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
130;U147124217337;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
131;U147124217338;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
132;U147124217339;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
133;U147124217340;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
134;U147124217341;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
135;U147124217342;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
136;U147124217343;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
137;U147124217344;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
138;U147124217345;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
139;U147124217346;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
140;U147124217347;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
141;U147124217348;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
142;U147124217349;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
143;U147124217350;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
144;U147124217351;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
145;U147124217352;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;;
146;U147124217353;UND;MONITOR PARA COMPUTADORA MONITOR LED MARCA LENOVO MODELO E2054 DE 19,5 PULGADAS;BUENO;Eqp. Docente;
147;U147171012273;UND;RETROPROYECTOR - PROYECTOR PROYECTOR MULTIMEDIA INTERACTIVO TACTIL EPSON, MODELO BRIGHTLINK PRO 1450UI;BUENO;;
1;U147166810024;EQPO;CABLEADO ESTRUCTURADO CABLEADO ESTRUCTURADO DE RED DE DATOS PATCH CORD MARCA 3M VOLITION, MODELO VOL-6UP4-305;BUENO;;
2;U147167011431;EQPO;EQUIPO PARA REDES SWITCH GIGABIT ADMINISTRABLE MARCA CISCO, MODELO SG300-28PP-K9-NA;BUENO;;
3;U147167011432;EQPO;EQUIPO PARA REDES SWITCH GIGABIT ADMINISTRABLE MARCA CISCO, MODELO SG300-28PP-K9-NA;BUENO;;
4;U147167011433;EQPO;EQUIPO PARA REDES SWITCH GIGABIT ADMINISTRABLE MARCA CISCO, MODELO SG300-28PP-K9-NA;BUENO;;
5;U147167011434;EQPO;EQUIPO PARA REDES ACCESS POINT (PUNTO DE ACCESO) MARCA CISCO, MODELO AIR-CAP3702E-A-K9;BUENO;;
